prefecture_jp,city_jp,prefecture,city,population,prefecture_hira,city_hira,html,tag
石川県,羽咋市,Ishikawa,Hakui,21729,いしかわけん,はくいし,"<img src=""Hakui+Ishikawa+japan.jpg"">",Ishikawa
長野県,飯山市,Nagano,Iiyama-shi,21438,ながのけん,いいやまし,"<img src=""Iiyama+shi+Nagano+japan.jpg"">",Nagano
鹿児島県,阿久根市,Kagoshima,Akune,21198,かごしまけん,あくねし,"<img src=""Akune+Kagoshima+japan.jpg"">",Kagoshima
高知県,宿毛市,Kochi,Sukumo,20907,こうちけん,すくもし,"<img src=""Sukumo+Kochi+japan.jpg"">",Kochi
岐阜県,美濃市,Gifu,Mino,20760,ぎふけん,みのし,"<img src=""Mino+Gifu+japan.jpg"">",Gifu
北海道,士別市,Hokkaido,Shibetsu,19914,ほっかいどう,しべつし,"<img src=""Shibetsu+Hokkaido+japan.jpg"">",Hokkaido
岩手県,陸前高田市,Iwate,Rikuzentakata,19758,いわてけん,りくぜんたかたし,"<img src=""Rikuzentakata+Iwate+japan.jpg"">",Iwate
佐賀県,多久市,Saga,Taku,19749,さがけん,たくし,"<img src=""Taku+Saga+japan.jpg"">",Saga
宮崎県,えびの市,Miyazaki,Ebino,19538,みやざきけん,えびのし,"<img src=""Ebino+Miyazaki+japan.jpg"">",Miyazaki
三重県,鳥羽市,Mie,Toba,19448,みえけん,とばし,"<img src=""Toba+Mie+japan.jpg"">",Mie
千葉県,勝浦市,Chiba,Katsuura,19248,ちばけん,かつうらし,"<img src=""Katsuura+Chiba+japan.jpg"">",Chiba
宮崎県,串間市,Miyazaki,Kushima-shi,18779,みやざきけん,くしまし,"<img src=""Kushima+shi+Miyazaki+japan.jpg"">",Miyazaki
京都府,宮津市,Kyoto,Miyazu,18426,きょうとふ,みやづし,"<img src=""Miyazu+Kyoto+japan.jpg"">",Kyoto
三重県,尾鷲市,Mie,Owase,18009,みえけん,おわせし,"<img src=""Owase+Mie+japan.jpg"">",Mie
大分県,津久見市,Oita,Tsukumi,17969,おおいたけん,つくみし,"<img src=""Tsukumi+Oita+japan.jpg"">",Oita
北海道,砂川市,Hokkaido,Sunagawa-shi,17694,ほっかいどう,すながわし,"<img src=""Sunagawa+shi+Hokkaido+japan.jpg"">",Hokkaido
高知県,安芸市,Kochi,Aki-shi,17577,こうちけん,あきし,"<img src=""Aki+shi+Kochi+japan.jpg"">",Kochi
三重県,熊野市,Mie,Kumano-shi,17322,みえけん,くまのし,"<img src=""Kumano+shi+Mie+japan.jpg"">",Mie
山形県,尾花沢市,Yamagata,Obanazawa,16953,やまがたけん,おばなざわし,"<img src=""Obanazawa+Yamagata+japan.jpg"">",Yamagata
鹿児島県,西之表市,Kagoshima,Nishinoomote,15967,かごしまけん,にしのおもてし,"<img src=""Nishinoomote+Kagoshima+japan.jpg"">",Kagoshima
鹿児島県,垂水市,Kagoshima,Tarumi,15520,かごしまけん,たるみずし,"<img src=""Tarumi+Kagoshima+japan.jpg"">",Kagoshima
北海道,芦別市,Hokkaido,Ashibetsu,14676,ほっかいどう,あしべつし,"<img src=""Ashibetsu+Hokkaido+japan.jpg"">",Hokkaido
石川県,珠洲市,Ishikawa,Suzu,14625,いしかわけん,すずし,"<img src=""Suzu+Ishikawa+japan.jpg"">",Ishikawa
高知県,土佐清水市,Kochi,Tosashimizu,13778,こうちけん,とさしみずし,"<img src=""Tosashimizu+Kochi+japan.jpg"">",Kochi
高知県,室戸市,Kochi,Muroto,13524,こうちけん,むろとし,"<img src=""Muroto+Kochi+japan.jpg"">",Kochi
北海道,赤平市,Hokkaido,Akabira,11105,ほっかいどう,あかびらし,"<img src=""Akabira+Hokkaido+japan.jpg"">",Hokkaido
北海道,三笠市,Hokkaido,Mikasa,9076,ほっかいどう,みかさし,"<img src=""Mikasa+Hokkaido+japan.jpg"">",Hokkaido
北海道,夕張市,Hokkaido,Yubari,8843,ほっかいどう,ゆうばりし,"<img src=""Yubari+Hokkaido+japan.jpg"">",Hokkaido
北海道,歌志内市,Hokkaido,Utashinai,3583,ほっかいどう,うたしないし,"<img src=""Utashinai+Hokkaido+japan.jpg"">",Hokkaido
